Timestamp, COUNTER_MEMS, INTERPOLATED_MEMS, Q0, Q1, Q2, Q3, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ
1572913279.3886, 30, 0, 0.439404, -0.528992, -0.444336, -0.574158, 0.99855, 0.044434, 0.036133, -76.115053, -73.124285, 64.15198
1572913279.4043, 31, 0, 0.439343, -0.528992, -0.444397, -0.574158, 0.993668, 0.03418, 0.032715, -75.965515, -72.974746, 62.357519
1572913279.42, 32, 0, 0.439354, -0.528931, -0.444458, -0.574158, 0.991714, 0.035157, 0.036133, -76.115053, -75.068284, 63.404288
1572913279.4357, 33, 0, 0.439071, -0.528931, -0.44458, -0.57428, 0.993668, 0.03418, 0.032715, -76.713207, -72.974746, 63.852903
1572913279.4514, 34, 0, 0.439132, -0.528748, -0.44458, -0.574402, 0.991714, 0.035157, 0.036133, -76.115053, -75.068284, 63.404288
1572913279.4671, 35, 0, 0.439034, -0.528748, -0.444519, -0.574524, 0.980484, 0.039551, 0.038575, -75.965515, -72.675669, 64.301518
1572913279.4826, 36, 0, 0.439028, -0.528687, -0.444519, -0.574585, 0.98439, 0.047364, 0.046876, -76.713207, -73.722438, 63.105211
1572913279.4981, 37, 0, 0.438942, -0.528625, -0.444519, -0.574707, 0.980484, 0.039551, 0.038575, -76.713207, -73.423362, 62.806134
1572913279.5138, 38, 0, 0.43901, -0.528687, -0.444458, -0.574646, 0.98439, 0.047364, 0.046876, -74.918746, -73.124285, 64.451057
1572913279.5295, 39, 0, 0.438918, -0.528748, -0.444397, -0.574707, 0.998062, 0.040528, 0.036622, -75.516899, -73.423362, 63.852903
1572913279.5452, 40, 0, 0.438832, -0.528687, -0.444397, -0.574829, 0.982925, 0.052735, 0.039063, -74.320592, -72.974746, 63.105211
1572913279.5609, 41, 0, 0.438684, -0.528625, -0.444458, -0.574951, 0.998062, 0.040528, 0.036622, -75.516899, -73.423362, 63.852903
1572913279.5766, 42, 0, 0.438492, -0.528564, -0.444641, -0.575012, 0.982925, 0.052735, 0.039063, -74.320592, -72.974746, 63.105211
1572913279.5922, 43, 0, 0.438832, -0.528687, -0.444397, -0.574829, 0.988785, 0.041016, 0.036133, -75.965515, -75.666438, 64.301518
1572913279.6077, 44, 0, 0.43835, -0.528564, -0.444702, -0.575073, 0.982925, 0.052735, 0.039063, -74.320592, -72.974746, 63.105211
1572913279.6234, 45, 0, 0.438213, -0.528442, -0.444824, -0.575195, 0.988785, 0.041016, 0.036133, -75.965515, -75.666438, 64.301518
1572913279.6391, 46, 0, 0.438077, -0.528503, -0.444885, -0.575195, 0.988785, 0.048341, 0.046387, -74.918746, -73.124285, 62.20798
1572913279.6546, 47, 0, 0.438009, -0.528442, -0.444946, -0.575256, 1.000015, 0.049805, 0.03125, -76.264591, -73.722438, 64.301518
1572913279.6701, 48, 0, 0.438002, -0.528381, -0.444946, -0.575317, 0.988785, 0.048341, 0.046387, -74.918746, -73.124285, 62.20798
1572913279.6856, 49, 0, 0.437922, -0.528381, -0.444946, -0.575378, 1.000015, 0.049805, 0.03125, -76.264591, -73.722438, 64.301518
1572913279.7014, 50, 0, 0.437984, -0.528381, -0.444885, -0.575378, 0.989273, 0.039063, 0.045411, -75.516899, -74.171054, 63.852903
1572913279.717, 51, 0, 0.437977, -0.52832, -0.444885, -0.575439, 1.006363, 0.047364, 0.046876, -75.666438, -73.124285, 65.198749
1572913279.7327, 52, 0, 0.437966, -0.528381, -0.444824, -0.575439, 0.989273, 0.039063, 0.045411, -75.666438, -73.871977, 62.507057
1572913279.7484, 53, 0, 0.438028, -0.528381, -0.444763, -0.575439, 1.006363, 0.047364, 0.046876, -76.862745, -73.5729, 63.703365
1572913279.7639, 54, 0, 0.438041, -0.528503, -0.444763, -0.575317, 0.993668, 0.0542, 0.038575, -76.115053, -74.320592, 64.15198
1572913279.7794, 55, 0, 0.438091, -0.528564, -0.444641, -0.575317, 0.992203, 0.044434, 0.048341, -76.115053, -73.871977, 62.955673
1572913279.7949, 56, 0, 0.438109, -0.528564, -0.444702, -0.575256, 0.993668, 0.0542, 0.038575, -74.769207, -75.217823, 64.600595
1572913279.8106, 57, 0, 0.438041, -0.528503, -0.444763, -0.575317, 0.992203, 0.044434, 0.048341, -75.965515, -73.722438, 62.806134
1572913279.8263, 58, 0, 0.437961, -0.528503, -0.444763, -0.575378, 0.990738, 0.041016, 0.041993, -74.171054, -74.619669, 63.404288
1572913279.8419, 59, 0, 0.438109, -0.528564, -0.444702, -0.575256, 0.993668, 0.0542, 0.038575, -74.918746, -74.320592, 63.703365
1572913279.8574, 60, 0, 0.437892, -0.528442, -0.444824, -0.575439, 0.98732, 0.033204, 0.035645, -76.862745, -73.5729, 63.404288
1572913279.8729, 61, 0, 0.437805, -0.528381, -0.444824, -0.575562, 1.000504, 0.038575, 0.03418, -74.918746, -74.320592, 63.703365
1572913279.8884, 62, 0, 0.437645, -0.528381, -0.444824, -0.575684, 0.997086, 0.0542, 0.042481, -74.769207, -72.227054, 63.553826
1572913279.9039, 63, 0, 0.437502, -0.528381, -0.444885, -0.575745, 0.977066, 0.044923, 0.038087, -75.965515, -73.722438, 63.553826
1572913279.9194, 0, 0, 0.437422, -0.528381, -0.444885, -0.575806, 0.997086, 0.0542, 0.042481, -75.068284, -74.47013, 63.553826
1572913279.9349, 1, 0, 0.437317, -0.52832, -0.444824, -0.575989, 0.977066, 0.044923, 0.038087, -75.965515, -73.722438, 63.553826
1572913279.9504, 2, 0, 0.437361, -0.52832, -0.444702, -0.57605, 0.976577, 0.048341, 0.050294, -76.862745, -73.5729, 64.15198
1572913279.9661, 3, 0, 0.437416, -0.528259, -0.444641, -0.576111, 0.996109, 0.041993, 0.041993, -74.918746, -73.5729, 63.703365
1572913279.9818, 4, 0, 0.437404, -0.52832, -0.44458, -0.576111, 0.976577, 0.048341, 0.050294, -76.563668, -74.320592, 62.507057
1572913279.9975, 5, 0, 0.437411, -0.528381, -0.44458, -0.57605, 0.996109, 0.041993, 0.041993, -75.965515, -75.217823, 64.301518
1572913280.0132, 6, 0, 0.437337, -0.528442, -0.44458, -0.57605, 0.993179, 0.056641, 0.035645, -75.367361, -73.5729, 61.759365
1572913280.0289, 7, 0, 0.437319, -0.528442, -0.444519, -0.576111, 0.998062, 0.041993, 0.043458, -74.769207, -74.171054, 63.553826
1572913280.0445, 8, 0, 0.437381, -0.528442, -0.444458, -0.576111, 0.993179, 0.056641, 0.035645, -75.367361, -73.5729, 61.759365
1572913280.06, 9, 0, 0.437369, -0.528503, -0.444397, -0.576111, 0.998062, 0.041993, 0.043458, -74.769207, -74.171054, 63.553826
1572913280.0755, 10, 0, 0.437295, -0.528564, -0.444397, -0.576111, 0.987808, 0.063478, 0.034668, -75.965515, -73.722438, 63.553826
1572913280.0912, 11, 0, 0.437381, -0.528442, -0.444458, -0.576111, 0.993179, 0.056641, 0.035645, -76.115053, -72.825208, 63.404288
1572913280.1067, 12, 0, 0.437369, -0.528503, -0.444397, -0.576111, 0.994156, 0.041505, 0.039063, -73.124285, -75.666438, 63.852903
1572913280.1224, 13, 0, 0.4373, -0.528442, -0.444458, -0.576172, 0.979019, 0.036133, 0.038575, -74.171054, -73.5729, 63.703365
1572913280.1381, 14, 0, 0.437213, -0.528381, -0.444458, -0.576294, 0.979507, 0.042969, 0.032715, -74.47013, -73.871977, 63.703365
1572913280.1539, 15, 0, 0.437188, -0.52832, -0.444397, -0.576416, 0.982925, 0.050294, 0.050294, -74.769207, -72.227054, 64.600595
1572913280.1696, 16, 0, 0.437096, -0.528381, -0.444336, -0.576477, 0.979507, 0.042969, 0.032715, -74.47013, -73.871977, 63.703365
1572913280.1852, 17, 0, 0.437004, -0.528442, -0.444275, -0.576538, 0.982925, 0.050294, 0.050294, -75.516899, -74.47013, 62.806134
1572913280.2007, 18, 0, 0.437047, -0.528442, -0.444153, -0.576599, 0.993668, 0.047364, 0.034668, -76.563668, -73.871977, 63.703365
1572913280.2163, 19, 0, 0.437029, -0.528442, -0.444092, -0.57666, 1.000992, 0.038575, 0.041016, -75.666438, -72.825208, 62.507057
1572913280.2319, 20, 0, 0.43701, -0.528442, -0.444031, -0.576721, 0.993668, 0.047364, 0.034668, -76.563668, -73.871977, 63.703365
1572913280.2473, 21, 0, 0.43706, -0.528503, -0.443909, -0.576721, 1.000992, 0.038575, 0.041016, -76.563668, -73.5729, 63.703365
1572913280.2629, 22, 0, 0.437035, -0.528442, -0.443848, -0.576843, 0.994156, 0.04004, 0.046387, -75.068284, -74.171054, 62.357519
1572913280.2784, 23, 0, 0.437028, -0.528381, -0.443848, -0.576904, 0.995132, 0.059571, 0.047364, -77.31136, -73.871977, 62.507057
1572913280.2941, 24, 0, 0.436904, -0.528381, -0.44397, -0.576904, 0.994156, 0.04004, 0.046387, -75.068284, -74.171054, 62.357519
1572913280.3098, 25, 0, 0.436849, -0.528442, -0.444031, -0.576843, 0.995132, 0.059571, 0.047364, -77.31136, -73.871977, 62.507057
1572913280.3253, 26, 0, 0.437028, -0.528381, -0.443848, -0.576904, 0.989273, 0.052735, 0.042481, -74.918746, -73.124285, 64.15198
1572913280.3408, 27, 0, 0.436769, -0.528442, -0.444031, -0.576904, 0.995132, 0.059571, 0.047364, -74.769207, -73.423362, 64.301518
1572913280.3563, 28, 0, 0.436669, -0.528442, -0.44397, -0.577026, 0.989273, 0.052735, 0.042481, -74.918746, -73.124285, 64.15198
1572913280.372, 29, 0, 0.436669, -0.528442, -0.44397, -0.577026, 0.995621, 0.046387, 0.039551, -75.516899, -74.47013, 64.301518
1572913280.3877, 30, 0, 0.436701, -0.528503, -0.443787, -0.577087, 0.992203, 0.043946, 0.046876, -75.516899, -73.423362, 64.301518
1572913280.4034, 31, 0, 0.436744, -0.528503, -0.443665, -0.577148, 0.995621, 0.046387, 0.039551, -75.367361, -73.124285, 62.955673
1572913280.4191, 32, 0, 0.436702, -0.528625, -0.443481, -0.577209, 0.992203, 0.043946, 0.046876, -75.666438, -73.124285, 64.15198
1572913280.4348, 33, 0, 0.436745, -0.528625, -0.443359, -0.577271, 0.982925, 0.035157, 0.046387, -77.161822, -74.171054, 63.852903
1572913280.4505, 34, 0, 0.436653, -0.528687, -0.443298, -0.577332, 0.983413, 0.043458, 0.03711, -76.115053, -73.871977, 65.647364
1572913280.4662, 35, 0, 0.436696, -0.528687, -0.443176, -0.577393, 0.982925, 0.035157, 0.046387, -75.068284, -73.722438, 64.600595
1572913280.4819, 36, 0, 0.43661, -0.528809, -0.443115, -0.577393, 0.983413, 0.043458, 0.03711, -76.563668, -73.124285, 64.899672
1572913280.4977, 37, 0, 0.436598, -0.52887, -0.443054, -0.577393, 0.995621, 0.054688, 0.042481, -75.516899, -72.675669, 64.301518
1572913280.5132, 38, 0, 0.436598, -0.52887, -0.443054, -0.577393, 0.98732, 0.046876, 0.048829, -75.516899, -75.217823, 65.04921
1572913280.5287, 39, 0, 0.436586, -0.528931, -0.442993, -0.577393, 0.995621, 0.054688, 0.042481, -73.871977, -73.722438, 63.553826
1572913280.5443, 40, 0, 0.436629, -0.528931, -0.442871, -0.577454, 0.98732, 0.046876, 0.048829, -75.516899, -75.217823, 65.04921
1572913280.56, 41, 0, 0.436598, -0.52887, -0.443054, -0.577393, 0.981949, 0.045899, 0.035157, -75.666438, -73.5729, 63.703365
1572913280.5757, 42, 0, 0.436541, -0.52887, -0.442871, -0.577576, 0.98732, 0.046876, 0.048829, -75.367361, -73.124285, 62.20798
1572913280.5914, 43, 0, 0.436585, -0.52887, -0.442749, -0.577637, 0.981949, 0.045899, 0.035157, -74.171054, -72.825208, 62.955673
1572913280.6069, 44, 0, 0.436497, -0.528809, -0.442749, -0.577759, 1.000015, 0.041016, 0.050782, -74.171054, -72.376593, 63.404288
1572913280.6224, 45, 0, 0.436342, -0.52887, -0.442749, -0.57782, 0.999039, 0.057618, 0.042481, -75.965515, -72.974746, 62.806134
1572913280.6379, 46, 0, 0.436323, -0.52887, -0.442688, -0.577881, 1.000015, 0.041016, 0.050782, -74.320592, -72.974746, 63.553826
1572913280.6534, 47, 0, 0.436378, -0.528809, -0.442627, -0.577942, 0.999039, 0.057618, 0.042481, -76.264591, -72.675669, 63.553826
1572913280.6689, 48, 0, 0.436285, -0.52887, -0.442566, -0.578003, 0.986343, 0.054688, 0.038087, -76.264591, -74.918746, 62.806134
1572913280.6844, 49, 0, 0.436373, -0.528931, -0.442566, -0.577881, 0.986343, 0.050294, 0.05127, -74.320592, -74.918746, 63.553826
1572913280.6999, 50, 0, 0.436392, -0.528931, -0.442627, -0.57782, 0.986343, 0.054688, 0.038087, -74.320592, -73.722438, 63.553826
1572913280.7157, 51, 0, 0.436392, -0.528931, -0.442627, -0.57782, 0.986343, 0.050294, 0.05127, -74.320592, -74.918746, 63.553826
1572913280.7314, 52, 0, 0.436392, -0.528931, -0.442627, -0.57782, 0.991226, 0.044923, 0.056641, -76.563668, -73.871977, 63.703365
1572913280.7471, 53, 0, 0.43638, -0.528992, -0.442566, -0.57782, 1.003922, 0.041993, 0.047852, -76.264591, -74.171054, 63.553826
1572913280.7628, 54, 0, 0.43638, -0.528992, -0.442566, -0.57782, 0.991226, 0.044923, 0.056641, -76.563668, -73.871977, 63.703365
1572913280.7785, 55, 0, 0.436375, -0.529114, -0.442505, -0.577759, 1.003922, 0.041993, 0.047852, -76.264591, -74.171054, 63.553826
1572913280.7942, 56, 0, 0.436443, -0.529175, -0.442444, -0.577698, 0.979995, 0.03418, 0.041505, -74.918746, -73.871977, 63.703365
1572913280.8097, 57, 0, 0.43638, -0.528992, -0.442566, -0.57782, 0.991226, 0.044923, 0.056641, -74.769207, -72.974746, 63.553826
1572913280.8252, 58, 0, 0.436375, -0.529114, -0.442505, -0.577759, 0.992203, 0.03711, 0.044434, -75.068284, -75.666438, 64.301518
1572913280.8407, 59, 0, 0.436368, -0.529053, -0.442505, -0.57782, 0.991714, 0.033692, 0.047364, -74.918746, -75.367361, 62.955673
1572913280.8562, 60, 0, 0.436342, -0.528992, -0.442444, -0.577942, 0.994644, 0.044434, 0.038087, -75.965515, -74.171054, 63.105211
1572913280.8719, 61, 0, 0.43633, -0.529053, -0.442383, -0.577942, 0.993179, 0.05127, 0.038575, -76.264591, -74.171054, 63.105211
1572913280.8876, 62, 0, 0.436256, -0.529114, -0.442383, -0.577942, 0.994644, 0.044434, 0.038087, -75.965515, -74.171054, 63.105211
1572913280.9032, 63, 0, 0.436386, -0.529175, -0.442261, -0.577881, 0.993179, 0.05127, 0.038575, -76.264591, -74.171054, 63.105211
1572913280.9188, 0, 0, 0.436467, -0.529175, -0.442261, -0.57782, 0.98439, 0.051759, 0.048341, -76.563668, -73.5729, 64.899672
1572913280.9343, 1, 0, 0.436522, -0.529114, -0.4422, -0.577881, 0.990738, 0.040528, 0.043458, -74.171054, -73.871977, 64.15198
1572913280.9499, 2, 0, 0.436565, -0.529114, -0.442078, -0.577942, 0.98439, 0.051759, 0.048341, -76.563668, -73.5729, 64.899672
1572913280.9654, 3, 0, 0.436558, -0.529053, -0.442078, -0.578003, 0.990738, 0.040528, 0.043458, -74.171054, -73.871977, 64.15198
1572913280.981, 4, 0, 0.436423, -0.529114, -0.442139, -0.578003, 0.994156, 0.044923, 0.051759, -76.115053, -74.320592, 62.955673
1572913280.9967, 5, 0, 0.436368, -0.529175, -0.4422, -0.577942, 0.98732, 0.049805, 0.03711, -77.161822, -73.423362, 63.852903
1572913281.0122, 6, 0, 0.436368, -0.529175, -0.4422, -0.577942, 0.994156, 0.044923, 0.051759, -76.115053, -74.320592, 62.955673
1572913281.0277, 7, 0, 0.436293, -0.529236, -0.4422, -0.577942, 0.98732, 0.049805, 0.03711, -74.47013, -73.124285, 64.15198
1572913281.0432, 8, 0, 0.436368, -0.529175, -0.4422, -0.577942, 0.989761, 0.041993, 0.034668, -74.918746, -74.619669, 64.899672
1572913281.0587, 9, 0, 0.436306, -0.529175, -0.442261, -0.577942, 0.98732, 0.049805, 0.03711, -74.47013, -73.124285, 64.15198
1572913281.0742, 10, 0, 0.43633, -0.529053, -0.442383, -0.577942, 0.989761, 0.041993, 0.034668, -74.918746, -74.619669, 64.899672
1572913281.0897, 11, 0, 0.436411, -0.529053, -0.442383, -0.577881, 1.00
